LOAN;MORTDUE;VALUE;REASON;JOB;YOJ;DEROG;DELINQ;CLAGE;NINQ;CLNO;DEBTINC;BAD
6500;33639;37345;HomeImp;ProfExe;11,00;0;0;191,08;0;13;24,23;0
6500;78741;90599;DebtCon;ProfExe;0,00;0;0;0,00;0;0;29,20;0
6500;48000;61000;DebtCon;Other;1,00;1;0;97,30;6;38;0,00;1
6500;65000;80400;DebtCon;Other;15,00;0;0;224,87;0;13;0,00;1
6500;22789;35836;HomeImp;Office;1,00;0;0;110,57;2;30;0,00;0
6500;75113;115900;HomeImp;Office;29,00;0;0;332,73;2;38;0,00;0
6500;55000;88300;HomeImp;Office;29,00;0;0;234,40;1;17;0,00;0
6500;60000;70000;DebtCon;ProfExe;9,00;0;0;54,77;2;24;0,00;0
6500;70300;107500;DebtCon;Office;1,00;0;0;242,47;1;38;0,00;0
6500;96314;105800;HomeImp;ProfExe;27,00;0;0;475,80;2;40;0,00;1
6500;81145;117530;HomeImp;Office;29,00;0;0;327,20;1;38;34,35;0
6500;183860;208910;DebtCon;ProfExe;4,00;6;0;86,45;6;29;69,80;1
6500;58689;72557;DebtCon;Other;0,00;0;1;94,01;2;18;34,90;0
6600;62380;89742;HomeImp;Office;31,00;0;0;232,53;0;16;26,16;0
6600;68733;81973;HomeImp;Other;5,00;0;0;96,98;0;14;42,21;0
6600;40926;50486;HomeImp;Office;10,00;0;0;179,80;0;19;27,53;0
6600;95450;112630;HomeImp;Office;23,00;0;0;122,82;0;12;36,77;0
6600;98415;126636;HomeImp;Other;11,00;0;0;423,21;2;49;40,96;0
6700;55113;56486;HomeImp;Other;4,00;0;0;84,42;0;17;23,64;0
6700;60301;70543;HomeImp;ProfExe;5,00;0;0;195,78;0;19;32,40;1
6700;0;30544;DebtCon;Other;2,00;0;0;283,90;0;14;24,12;0
6700;49367;59609;HomeImp;Other;6,00;0;0;99,30;0;17;25,23;0
6700;58741;68225;DebtCon;ProfExe;9,00;0;3;173,57;1;31;23,59;0
6700;27510;42495;DebtCon;Other;2,00;0;2;171,53;3;27;41,43;1
6700;0;81239;HomeImp;Other;19,00;0;0;0,00;0;0;40,89;1
6700;69773;83014;HomeImp;Other;0,00;1;0;263,17;0;5;37,71;0
6700;51855;58084;HomeImp;Office;21,00;0;0;193,75;0;19;19,55;0
6700;48430;64358;HomeImp;Other;0,00;1;0;108,35;0;13;38,89;0
6700;29662;36195;HomeImp;Office;1,00;0;0;112,14;1;30;38,53;0
6700;66587;70710;DebtCon;ProfExe;9,00;1;0;43,92;1;24;39,74;0
6700;0;20631;HomeImp;Mgr;4,00;0;0;174,72;1;8;62,25;1
6700;54161;59714;HomeImp;Office;20,00;0;0;209,21;0;20;20,20;0
6700;134616;155034;HomeImp;ProfExe;13,00;1;0;215,42;0;19;19,49;0
6800;136951;160306;HomeImp;ProfExe;11,00;0;0;219,74;1;18;20,89;0
6800;138691;160063;HomeImp;ProfExe;12,00;0;0;208,42;0;19;19,33;0
6800;49809;65074;DebtCon;Mgr;7,00;0;4;116,63;3;10;39,22;0
6800;139578;154602;HomeImp;ProfExe;12,00;0;0;201,96;0;18;22,33;0
6800;57439;74816;HomeImp;Mgr;2,00;0;2;126,30;0;22;27,12;0
6800;76074;88178;HomeImp;Other;22,00;0;0;341,47;0;46;27,52;0
6800;31000;42000;DebtCon;Mgr;3,50;1;0;106,27;2;26;0,00;1
6800;45150;57150;DebtCon;Office;4,00;0;1;94,33;3;12;0,00;0
6800;56155;57912;HomeImp;Office;21,00;0;0;206,31;0;20;21,80;0
6800;0;27410;HomeImp;Mgr;6,00;1;0;2,03;1;5;0,00;1
6800;178559;247611;DebtCon;Sales;0,00;0;0;127,23;0;22;42,08;0
6800;0;72310;HomeImp;Office;1,00;0;0;48,82;0;3;40,79;0
6800;71666;99913;HomeImp;Other;0,00;0;1;196,46;0;31;35,76;0
6800;75964;88754;DebtCon;Mgr;19,00;0;1;298,70;0;23;39,11;0
6900;75880;113612;DebtCon;Office;1,00;0;0;230,81;1;38;17,97;0
6900;70717;87466;HomeImp;Other;2,00;0;0;112,59;0;15;41,43;0
6900;53776;51952;HomeImp;Other;5,00;0;0;87,90;0;17;22,29;0
6900;53328;58088;DebtCon;Sales;2,00;0;0;101,53;0;21;35,76;1
6900;57257;63752;DebtCon;Other;10,00;2;0;138,23;0;22;38,37;1
6900;37055;83000;HomeImp;Sales;1,00;0;0;122,27;2;43;0,00;1
6900;97662;110046;HomeImp;Office;24,00;0;0;111,12;0;11;37,25;0
6900;49000;68280;DebtCon;Other;1,00;0;0;61,90;8;22;0,00;0
6900;50387;68443;DebtCon;Mgr;7,00;0;3;105,83;2;10;40,72;0
6900;49932;66042;HomeImp;Office;20,00;0;0;204,48;0;19;21,86;0
6900;0;36191;HomeImp;Other;0,00;0;0;311,87;0;12;30,79;0
7000;98779;124827;HomeImp;Other;9,00;0;0;421,54;1;49;40,83;0
7000;73873;111781;DebtCon;Office;0,00;0;0;231,80;0;38;19,27;0
7000;74795;99149;HomeImp;Other;1,00;0;1;175,57;0;32;34,45;0
7000;0;47462;HomeImp;Other;0,00;0;0;102,66;0;9;36,09;0
7000;78284;98214;HomeImp;Other;0,00;0;1;171,84;0;31;36,25;0
7000;58128;93740;HomeImp;ProfExe;5,00;0;0;213,36;2;24;34,48;0
7000;81335;81018;HomeImp;Other;22,00;0;0;341,61;1;47;27,77;0
7000;52287;87972;HomeImp;ProfExe;7,00;0;0;211,28;1;24;33,46;0
7000;58339;72432;HomeImp;Mgr;10,00;0;1;197,34;0;24;39,84;0
7000;46238;66842;DebtCon;Office;4,00;0;0;90,38;3;11;36,31;0
7000;142251;157250;HomeImp;Other;5,00;0;0;87,83;4;21;0,00;1
7000;19894;32500;DebtCon;Other;4,00;0;0;134,70;1;16;0,00;1
7000;27290;63500;HomeImp;Office;6,00;0;0;0,00;0;0;0,00;1
7000;18000;46520;HomeImp;Office;17,00;0;1;183,10;0;23;0,00;1
7000;66000;86300;DebtCon;Other;3,00;1;1;242,43;0;8;0,00;1
7000;46000;66660;DebtCon;Office;1,00;0;1;138,23;0;9;0,00;1
7000;120000;175450;DebtCon;Other;8,00;0;0;219,17;1;20;0,00;0
7000;58843;75300;HomeImp;Other;1,50;0;0;103,67;0;7;0,00;0
7000;7000;31200;DebtCon;Other;5,00;0;0;265,07;0;12;0,00;0
7000;29000;49000;DebtCon;Other;11,00;0;0;234,40;1;32;0,00;0
7000;56636;76353;HomeImp;Other;15,00;0;0;229,30;1;36;0,00;0
7000;55000;63000;HomeImp;Other;5,00;0;0;84,73;3;20;0,00;0
7000;46225;59000;DebtCon;Other;16,00;0;4;219,13;0;37;0,00;0
7000;53194;81150;HomeImp;ProfExe;14,00;7;0;183,63;2;28;0,00;1
7000;83000;97635;HomeImp;Other;5,60;3;0;141,00;0;10;0,00;1
7000;138841;160000;DebtCon;Mgr;11,00;8;0;86,20;2;36;0,00;1
7000;38800;53500;HomeImp;ProfExe;15,00;0;0;96,37;0;18;0,00;1
7000;25000;49840;DebtCon;Office;0,60;0;0;139,00;0;13;0,00;1
7000;18000;25000;DebtCon;Other;6,50;1;0;205,97;1;19;0,00;1
7000;74500;81600;HomeImp;ProfExe;2,00;2;0;340,90;0;29;0,00;1
7000;64300;119500;HomeImp;Other;1,00;1;0;54,83;0;8;0,00;1
7000;64255;68389;HomeImp;Other;4,00;0;0;80,15;2;19;40,56;0
7000;0;96783;HomeImp;Other;20,00;0;0;0,00;0;0;40,73;1
7000;129959;161301;HomeImp;ProfExe;11,00;0;0;209,99;0;18;21,92;0
7000;58114;93391;HomeImp;ProfExe;6,00;0;0;200,08;1;24;31,74;0
7000;16047;67750;HomeImp;Office;21,00;0;0;315,32;0;12;38,69;0
7100;54000;74800;DebtCon;Mgr;7,50;1;1;71,00;4;18;0,00;1
7100;0;74753;HomeImp;Office;2,00;0;0;48,85;0;4;41,30;0
7100;98490;114457;HomeImp;Office;23,00;0;0;116,10;0;11;35,60;0
7100;0;40185;HomeImp;Other;3,00;0;0;272,92;1;25;41,92;0
7100;25896;33580;DebtCon;Other;1,00;0;0;29,86;9;7;28,27;0
7100;120176;180104;DebtCon;Other;8,00;0;0;221,61;0;18;32,67;0
7100;58639;72412;DebtCon;ProfExe;14,00;0;0;120,03;0;20;43,68;0
7100;57863;70969;DebtCon;Other;0,00;0;0;65,87;7;21;26,83;0
7100;64850;76985;HomeImp;Other;0,00;0;0;108,22;0;7;36,34;0
7100;53273;54378;HomeImp;Other;5,00;0;0;84,84;0;17;22,86;0
7200;54600;65000;DebtCon;Other;14,00;2;1;98,43;11;9;0,00;1
7200;62329;78007;DebtCon;ProfExe;8,00;0;0;55,36;1;23;38,64;0
7200;57912;84806;HomeImp;Other;15,00;0;0;241,51;0;35;35,06;0
7200;98691;115750;HomeImp;Office;22,00;0;0;118,00;0;11;37,72;0
7200;79946;113807;DebtCon;Office;1,00;0;0;238,46;0;37;18,62;0
7200;36264;48240;DebtCon;Other;15,00;0;0;82,17;0;12;0,00;0
7200;46000;67000;DebtCon;Other;24,00;0;0;142,00;1;14;0,00;1
7200;43705;50000;DebtCon;Other;9,00;0;2;235,37;6;16;0,00;1
7200;0;38061;HomeImp;Other;0,00;0;0;299,75;0;12;31,88;0
7200;15637;39660;HomeImp;Self;6,00;0;1;354,24;3;42;33,62;1
7200;0;74610;HomeImp;Office;1,00;0;0;40,18;0;3;37,94;0
7200;71667;117325;DebtCon;Office;0,00;0;1;241,06;1;38;18,51;0
7200;0;76723;HomeImp;Other;10,00;0;0;70,19;0;11;41,25;1
7200;22832;31666;DebtCon;Other;0,00;0;0;38,00;9;7;28,30;0
7300;58671;87975;HomeImp;Mgr;3,00;0;0;74,07;1;16;0,00;1
7300;60890;75785;DebtCon;Other;6,00;0;1;45,97;0;13;0,00;1
7300;28500;42050;HomeImp;Other;3,00;0;0;0,00;0;0;0,00;1
7300;60971,32;77375;DebtCon;Other;2,00;0;0;0,00;0;0;0,00;1
7300;131000;197500;DebtCon;ProfExe;1,50;0;0;68,03;2;23;0,00;0
7300;55456;86766;HomeImp;ProfExe;6,00;0;0;240,06;2;23;31,72;0
7300;60973;79443;HomeImp;Other;14,00;0;0;239,62;1;36;36,73;0
7300;93428;118184;HomeImp;Other;10,00;0;0;411,95;1;50;40,40;0
7300;49064;64225;DebtCon;Mgr;6,00;0;4;106,38;1;10;40,05;0
7300;139348;205981;DebtCon;ProfExe;1,00;0;0;60,42;2;22;36,81;0
7400;32832;50798;DebtCon;Other;10,00;0;0;221,34;1;31;36,01;0
7400;75311;89905;DebtCon;ProfExe;0,00;0;0;0,00;0;0;27,20;0
7400;2063;100448;HomeImp;Other;0,00;0;0;96,13;0;14;0,00;1
7400;0;44651;HomeImp;Other;2,00;0;0;271,92;0;25;42,93;0
7400;138033;163162;HomeImp;ProfExe;11,00;0;0;224,85;0;19;21,06;0
7400;88288;119677;HomeImp;ProfExe;5,00;0;0;194,37;1;27;26,65;0
7400;75547;93839;DebtCon;ProfExe;0,00;0;0;0,00;0;0;28,16;0
7400;73985;114849;DebtCon;Office;0,00;0;0;238,59;1;38;18,42;0
7400;51974;59323;HomeImp;Other;4,00;0;0;83,35;0;18;23,40;0
7400;56596;72861;HomeImp;Mgr;3,00;0;1;141,96;0;23;28,30;0
7400;71576;89068;DebtCon;Sales;0,00;0;0;94,78;0;17;42,80;1
7400;65032;83184;HomeImp;Other;15,00;0;0;230,42;1;35;35,42;0
7400;72739;91425;DebtCon;ProfExe;3,50;0;0;128,83;0;26;0,00;0
7400;82412;91326;DebtCon;Mgr;19,00;0;1;316,95;1;24;37,91;0
7500;0;51610;HomeImp;ProfExe;4,00;0;3;158,27;2;18;0,00;1
7500;57340;80000;DebtCon;ProfExe;4,00;0;5;86,23;3;14;0,00;1
7500;47518;60252;DebtCon;Other;16,00;0;3;220,62;0;37;26,71;0
7500;63573;80601;HomeImp;Other;4,00;0;0;111,44;0;14;41,77;0
7500;32070;36811;DebtCon;Other;1,00;1;0;228,04;0;6;30,16;1
7500;72097;69408;HomeImp;Sales;4,00;1;0;155,39;1;23;41,60;0
7500;84479;104571;DebtCon;ProfExe;23,00;0;0;47,83;3;14;33,08;0
7500;88056;104794;DebtCon;ProfExe;25,00;0;0;56,75;2;14;30,54;0
7500;11358;36892;DebtCon;Other;5,00;0;0;286,92;0;11;23,06;0
7500;59000;72000;HomeImp;Office;5,00;0;3;295,87;0;19;0,00;1
7500;35945;49750;HomeImp;Other;3,00;0;0;122,07;0;23;0,00;1
7500;18400;29375;DebtCon;Other;6,00;1;0;147,10;0;9;0,00;1
7500;63500;86125;HomeImp;Other;5,00;0;0;136,10;0;8;0,00;1
7500;33600;50125;DebtCon;Other;2,00;0;0;146,93;0;18;0,00;1
7500;57800;109600;DebtCon;Mgr;4,00;0;1;124,13;1;18;0,00;1
7500;0;40150;HomeImp;Other;5,00;0;0;0,00;1;0;0,00;1
7500;80440;72920;HomeImp;Mgr;8,00;0;1;201,50;0;24;0,00;1
7500;60000;87830;HomeImp;Other;5,00;0;0;153,27;2;16;0,00;1
7500;126000;151380;HomeImp;ProfExe;18,00;0;2;75,67;1;13;0,00;1
7500;0;26850;HomeImp;Office;20,00;0;0;185,63;1;16;0,00;0
7500;49100;85650;HomeImp;Other;18,00;0;0;178,33;0;29;0,00;0
7500;0;71799;HomeImp;Mgr;4,00;0;3;177,50;0;22;0,00;1
7500;39600;42000;DebtCon;Self;1,00;0;0;47,70;1;15;0,00;1
7500;42077;91676;HomeImp;Office;5,50;1;4;344,90;1;30;0,00;1
7500;42721;67000;DebtCon;Other;15,00;1;3;126,77;2;23;0,00;1
7500;12115;35910;HomeImp;Office;13,00;3;6;234,90;0;24;24,66;1
7500;67778;83368;DebtCon;ProfExe;15,00;0;0;227,29;0;17;24,09;0
7500;60192;76475;DebtCon;ProfExe;8,00;0;0;60,50;2;24;39,28;0
7500;57213;92458;HomeImp;Office;28,00;0;0;243,16;1;16;23,99;0
7500;50000;80000;HomeImp;Other;9,00;0;5;299,57;2;18;0,00;1
7600;133475;203936;DebtCon;ProfExe;1,00;0;0;87,45;2;23;37,01;0
7600;48829;62357;DebtCon;Office;3,00;0;1;92,94;2;12;35,67;0
7600;58622;77726;HomeImp;Other;15,00;0;0;249,63;2;36;34,88;0
7600;0;28593;HomeImp;Office;20,00;0;0;180,17;0;16;35,58;0
7600;80900;99525;DebtCon;ProfExe;2,00;0;0;135,64;0;26;34,78;0
7600;0;40341;HomeImp;Other;3,00;0;0;265,02;1;25;43,30;0
7700;32243;36369;HomeImp;ProfExe;12,00;0;0;180,42;0;13;21,72;0
7700;53377;86018;HomeImp;Other;16,00;0;0;187,19;0;28;24,22;0
7700;56622;70136;DebtCon;Mgr;7,00;0;4;120,76;1;11;38,13;0
7700;35100;45000;DebtCon;Office;10,00;0;0;206,97;1;23;0,00;0
7700;70451;81862;DebtCon;Sales;3,00;0;0;141,27;0;31;31,68;0
7700;20887;26958;DebtCon;Other;0,00;0;0;17,46;10;6;30,23;0
7700;14589;33100;DebtCon;Other;3,00;0;7;122,07;0;22;0,00;1
7700;76056;83643;HomeImp;Other;22,00;0;0;353,20;0;47;28,54;0
7700;0;68131;HomeImp;Office;1,00;0;0;56,61;0;3;40,50;0
7700;51045;91068;HomeImp;Other;20,00;0;0;179,24;0;28;27,23;0
7800;44000;57500;DebtCon;Other;11,00;0;0;95,37;0;23;0,00;0
7800;0;11702;HomeImp;Other;0,00;0;0;44,63;2;7;21,27;1
7800;58399;65945;DebtCon;Other;1,00;0;1;106,63;2;18;37,02;0
7800;42802;52422;HomeImp;Office;8,00;0;0;193,08;0;18;26,50;0
7800;58364;66688;DebtCon;Other;3,00;0;2;114,51;3;18;37,93;0
7800;64503;85608;HomeImp;Other;12,00;0;0;235,49;0;35;34,42;0
7800;69662;80498;HomeImp;Other;4,00;0;0;100,43;0;14;42,81;0
7800;45391;61743;DebtCon;Other;12,00;0;0;105,09;0;22;36,71;0
7800;48200;59000;DebtCon;Other;23,00;0;0;274,97;3;29;0,00;0
7800;55000;62800;HomeImp;Other;6,00;0;0;123,03;0;34;0,00;0
7800;38506;50309;DebtCon;Other;11,00;0;0;231,00;0;32;35,91;0
7800;55394;63567;DebtCon;Other;23,00;0;0;262,01;2;29;38,98;0
7800;0;30320;DebtCon;Other;2,00;0;0;295,11;0;13;23,25;0
7800;109000;123500;DebtCon;Self;6,00;0;1;174,47;0;19;0,00;0
7800;53243;95065;HomeImp;ProfExe;7,00;0;0;220,80;2;24;31,83;0
7900;67222;75189;HomeImp;Other;4,00;0;0;95,68;0;23;36,98;1
7900;44690;45841;DebtCon;Office;10,00;0;0;185,62;0;22;32,29;0
7900;126919;166566;HomeImp;Mgr;10,00;0;0;0,00;0;0;0,00;1
7900;40827;55757;DebtCon;Other;14,00;0;0;87,60;0;11;31,85;0
7900;0;31602;HomeImp;Office;20,00;0;0;192,12;0;15;35,59;0
7900;0;67081;HomeImp;Office;1,00;0;0;59,08;0;4;41,08;0
7900;0;71519;HomeImp;Office;0,00;0;0;55,87;0;4;38,38;0
7900;77221;95316;DebtCon;ProfExe;4,00;0;0;116,31;0;25;35,43;0
7900;0;35422;HomeImp;Office;19,00;0;0;184,39;0;15;37,84;0
7900;42400;53000;DebtCon;Other;2,00;0;1;95,37;0;20;0,00;0
7900;55383;70020;DebtCon;Other;12,00;2;0;80,78;10;8;44,86;1
7900;0;37125;HomeImp;Other;0,00;0;0;285,11;0;12;29,41;0
7900;78532;122952;HomeImp;Office;29,00;0;0;332,65;1;37;35,31;0
7900;41935;53543;DebtCon;Office;8,00;0;0;203,54;1;22;31,49;0
8000;53000;65960;HomeImp;Other;7,50;0;0;132,57;0;17;0,00;0
8000;49232;61221;DebtCon;Other;23,00;0;0;258,19;3;29;41,25;0
8000;61565;87624;DebtCon;ProfExe;14,00;0;0;204,00;0;17;23,56;0
8000;82547;105361;DebtCon;ProfExe;24,00;0;0;52,59;2;13;32,16;0
8000;70546;81272;DebtCon;Sales;4,00;0;0;119,07;0;31;33,36;0
8000;177683;251771;DebtCon;Sales;0,00;0;0;138,51;0;22;39,74;0
8000;75690;96517;DebtCon;ProfExe;1,00;0;0;0,00;0;0;27,34;0
8000;49685;81020;HomeImp;Other;2,00;0;3;129,36;0;15;47,00;1
8000;28000;41950;DebtCon;Office;2,00;0;0;103,40;1;20;0,00;1
8000;47823;63000;DebtCon;Other;5,00;0;0;53,67;2;18;0,00;1
8000;61000;90450;HomeImp;Other;4,00;2;1;139,87;0;9;0,00;1
8000;58000;73750;DebtCon;Mgr;22,00;0;4;221,43;1;20;0,00;1
8000;33000;38500;HomeImp;Other;2,00;0;0;0,00;0;0;0,00;1
8000;33689,3;48000;DebtCon;Other;3,00;0;0;103,73;0;13;0,00;1
8000;47306;68350;HomeImp;Other;9,00;0;0;82,63;0;20;0,00;1
8000;45000;56100;HomeImp;Other;9,90;0;0;92,30;3;34;0,00;0
8000;69341;86900;DebtCon;Office;15,00;0;1;89,27;0;9;0,00;0
8000;70917;83500;DebtCon;Mgr;8,00;0;0;107,50;0;23;0,00;0
8000;0;34226;HomeImp;Other;0,00;0;1;75,37;1;10;0,00;0
8000;78720;86800;DebtCon;Other;0,10;4;0;0,00;0;4;0,00;0
8000;38758;46466,26;HomeImp;Mgr;21,00;1;1;229,30;1;18;0,00;0
8000;79200;116500;HomeImp;Other;8,00;0;0;0,00;0;0;0,00;0
8000;41000;54000;DebtCon;Mgr;4,00;0;0;189,70;1;22;0,00;0
8000;76600;96000;DebtCon;Mgr;2,00;0;0;73,03;2;24;0,00;0
8000;65000;93600;DebtCon;Other;16,00;0;0;140,07;4;16;0,00;0
8000;49000;60000;DebtCon;Mgr;11,00;0;0;107,53;1;19;0,00;0
8000;21944;31352;DebtCon;Other;0,00;1;1;33,43;9;3;0,00;1
8000;86804;113000;DebtCon;Other;7,00;1;3;145,17;1;20;0,00;1
8000;36000;115800;DebtCon;Other;0,00;0;0;168,23;3;30;0,00;1
8000;32100;36739;HomeImp;Other;4,00;0;0;79,46;2;8;31,28;1
8000;47154;65458;DebtCon;Office;2,00;0;0;99,99;3;12;38,87;0
8000;92487;113947;DebtCon;Other;8,00;0;3;151,82;0;19;26,46;1
8000;84282;121045;HomeImp;Office;28,00;0;0;330,17;1;37;35,36;0
8000;57361;71167;HomeImp;Mgr;2,00;0;1;130,77;0;22;29,38;0
8000;80817;89515;DebtCon;Other;0,00;3;0;0,00;0;4;29,64;0
8000;0;49000;HomeImp;Other;11,00;1;0;310,40;2;13;0,00;0
8000;84730;123455;HomeImp;Other;9,00;0;0;0,00;0;0;40,03;0
8000;58006;94930;HomeImp;ProfExe;4,00;0;0;223,20;2;24;30,91;0
8000;0;68572;HomeImp;Office;1,00;0;0;53,94;0;4;37,70;0
8100;78508;200133;HomeImp;Self;14,00;0;0;9,10;0;8;0,00;0
8100;48781;50434;HomeImp;Other;5,00;0;0;75,64;0;18;24,55;0
8100;84822;123854;HomeImp;Office;31,00;0;0;340,74;2;38;36,21;0
8100;53863;74705;DebtCon;Other;0,00;0;0;66,29;8;21;26,05;0
8100;78977;91995;DebtCon;Mgr;19,00;0;0;296,75;1;23;38,82;0
8100;81322;97823;DebtCon;ProfExe;3,00;0;0;118,47;0;25;32,72;0
8100;46380;58745;HomeImp;Other;7,00;0;0;78,36;0;18;22,38;0
8100;54841;71400;DebtCon;Office;6,00;0;0;89,23;2;15;0,00;0
8100;19772;39431;DebtCon;Other;0,00;0;1;82,34;1;12;20,34;1
8100;69047;82113;DebtCon;Sales;3,00;0;0;121,41;0;30;35,07;0
8100;26886;36527;HomeImp;ProfExe;12,00;0;0;188,42;0;13;24,87;0
8100;0;56386;HomeImp;Other;11,00;1;0;294,60;2;12;32,39;0
8100;28523;39816;DebtCon;Other;5,00;0;0;130,64;0;16;37,39;1
8100;28187;32584;DebtCon;Other;0,00;1;0;27,05;10;7;29,29;0
8100;50373;65865;DebtCon;Office;5,00;0;0;99,60;2;11;38,91;0
8200;10909;37286;DebtCon;Other;3,00;0;0;268,25;0;12;22,23;0
8200;39175;55848;HomeImp;Office;10,00;0;0;161,66;0;18;24,20;0
8200;0;50061;HomeImp;Other;10,00;0;0;296,90;1;13;33,63;0
8200;101230;120087;HomeImp;Other;9,00;0;0;419,27;1;49;40,56;0
8200;62603;86782;DebtCon;ProfExe;15,00;0;0;219,57;0;18;24,64;0
8200;117314;132770;DebtCon;Self;4,00;0;1;176,33;0;19;34,55;0
8200;64006;80409;HomeImp;Other;15,00;0;0;235,36;0;36;35,64;0
8200;171456;246758;DebtCon;Sales;0,00;0;0;138,15;0;21;40,34;0
8200;72986;87621;DebtCon;Office;14,00;0;1;86,55;0;9;24,70;0
8200;172497;249071;DebtCon;Sales;0,00;0;0;114,98;0;21;41,10;0
8200;51730;59025;DebtCon;Other;16,00;0;3;220,81;0;37;24,38;0
8200;58536;66546;DebtCon;Other;1,00;0;2;118,40;2;17;34,71;0
8200;68013;77008;DebtCon;ProfExe;8,00;0;0;49,15;1;23;40,79;0
8200;47700;60000;DebtCon;Other;0,10;0;0;0,00;0;0;0,00;1
8200;76268;89166;HomeImp;Other;23,00;0;0;341,86;1;46;29,87;0
8200;0;38648;HomeImp;Other;0,00;0;0;302,53;0;10;30,45;0
8200;120837;176244;DebtCon;Other;8,00;0;0;196,72;0;20;34,75;0
8200;61821;64832;HomeImp;Other;5,00;0;0;123,29;0;34;35,88;0
8200;66254;74994;DebtCon;ProfExe;7,00;0;0;60,38;1;24;39,73;0
8200;0;49331;HomeImp;Other;9,00;0;0;305,89;2;12;33,72;0
8200;67489;80145;HomeImp;Other;2,00;0;0;104,40;0;7;36,91;0
8200;87979;94854;HomeImp;ProfExe;10,00;0;0;108,48;3;19;41,27;1
8200;80989;105080;DebtCon;Mgr;1,00;0;0;81,35;1;24;38,48;0
8200;135929;200275;DebtCon;ProfExe;0,00;0;0;69,62;1;23;37,81;0
8200;75870;97922;DebtCon;ProfExe;0,00;0;0;0,00;0;0;27,28;0
8200;48515;59240;DebtCon;Other;17,00;0;4;214,14;0;36;27,46;0
8200;79751;125413;HomeImp;Other;7,00;0;0;0,00;0;0;41,99;0
8200;0;33540;HomeImp;Office;21,00;0;0;178,69;0;15;36,60;0
8200;13392;34254;DebtCon;Other;3,00;0;0;267,92;0;11;21,93;0
8300;82000;111000;DebtCon;Other;6,00;2;2;214,10;2;12;0,00;1
8300;61213;65798;HomeImp;Other;6,00;0;0;86,30;2;20;41,43;0
8300;41481;50448;HomeImp;Mgr;20,00;0;1;230,85;1;18;35,89;0
8300;14601;66143;HomeImp;Office;24,00;0;0;320,23;1;12;40,02;0
8300;51783;57839;DebtCon;Other;3,00;0;0;96,18;0;20;36,21;0
8300;47000;78320;HomeImp;Other;18,00;0;0;195,83;1;17;0,00;0
8300;0;47244;HomeImp;Other;6,00;0;0;0,00;0;0;0,00;1
8300;0;41438;HomeImp;Other;0,00;0;0;302,86;0;12;30,10;0
8300;178745;251935;DebtCon;Sales;0,00;0;0;130,73;0;22;42,36;0
8300;67715;86945;DebtCon;ProfExe;14,00;0;0;221,47;0;17;25,19;0
8300;44783;63424;HomeImp;Other;2,00;0;0;97,90;0;12;36,59;0
8300;45842;50006;DebtCon;Other;16,00;0;0;90,65;0;12;31,36;0
8300;101150;115215;HomeImp;Office;23,00;0;0;130,26;0;12;36,51;0
8300;67839;76502;DebtCon;ProfExe;9,00;0;0;58,56;3;24;38,97;0
8300;35343;51986;DebtCon;Other;10,00;0;0;242,82;1;31;37,97;0
8300;54039;89301;HomeImp;Other;18,00;0;0;173,19;0;28;26,27;0
8300;71922;117151;DebtCon;Office;2,00;0;0;246,93;1;37;18,16;0
8300;10000;63775;HomeImp;Other;0,00;0;0;200,87;0;14;0,00;1
8400;75912;95329;DebtCon;Mgr;18,00;0;1;294,16;0;24;38,64;0
8400;39677;54707;DebtCon;Office;10,00;0;0;203,24;1;23;31,22;0
8400;53841;64284;DebtCon;Other;15,00;0;3;206,35;0;36;26,05;0
8400;39991;58511;HomeImp;Office;10,00;0;0;177,00;0;19;24,30;0
8400;82597;83858;HomeImp;Other;25,00;0;0;350,57;1;47;28,91;0
8400;82972;121796;HomeImp;Other;7,00;0;0;0,00;0;0;41,45;0
8400;17479;66894;HomeImp;Office;23,00;0;0;326,34;1;13;40,59;0
8400;62989;76718;HomeImp;Mgr;3,00;0;2;131,47;0;22;29,20;0
8400;43589;49950;DebtCon;Office;9,00;0;0;202,70;0;23;33,59;0
8400;62583;77481;DebtCon;Office;6,00;0;0;98,67;2;15;26,31;0
8400;41656;51846;HomeImp;Office;10,00;0;0;190,02;0;19;25,77;0
8400;77144;91532;DebtCon;Mgr;19,00;0;1;311,76;1;24;40,91;0
8400;80490;93028;DebtCon;ProfExe;0,00;0;0;0,00;0;0;29,47;0
8400;60995;78444;HomeImp;Mgr;4,00;0;1;123,74;0;23;26,93;0
8400;31800;72000;DebtCon;Self;0,00;0;2;187,27;1;21;0,00;1
8400;43900;55000;DebtCon;Office;1,00;0;0;169,43;1;21;0,00;0
8400;44800;56000;DebtCon;Other;0,00;1;5;314,50;4;42;0,00;1
8400;30146;39326;HomeImp;ProfExe;11,00;0;0;183,09;0;12;23,10;0
8400;84666;123613;HomeImp;Other;8,00;0;0;0,00;0;0;39,66;0
8400;0;39106;HomeImp;Other;0,00;0;1;80,08;0;10;35,68;0
8400;35240;54314;DebtCon;Office;8,00;0;0;210,58;1;22;32,57;0
8400;57103;78079;DebtCon;Other;0,00;0;0;56,31;8;21;23,52;0
8400;78089;90660;DebtCon;Mgr;9,00;0;0;118,64;0;22;27,09;0
8400;77916;93589;DebtCon;ProfExe;0,00;0;0;0,00;0;0;27,87;0
